ChEMBL_ID,UniProt_Accession
CHEMBL3590187,P0DTD1
CHEMBL3590187,Q9UBN7
CHEMBL3590187,P18405
CHEMBL3590187,P31213
CHEMBL3590187,Q9H8P0
CHEMBL3301607,Q9HCP0
CHEMBL3301607,P23458
CHEMBL3301607,P06493
CHEMBL3301607,P23458
CHEMBL3301607,O60674
CHEMBL3301607,P29597
CHEMBL3301607,P36894
CHEMBL3301607,P17252
CHEMBL3301607,P06213
CHEMBL3301607,P11712
CHEMBL3301607,P21709
CHEMBL3301607,P08631
CHEMBL3301607,P15056
CHEMBL3301607,Q9UGJ0
CHEMBL3301607,P12236
CHEMBL3301607,Q7L2E3
CHEMBL3301607,Q9NSE4
CHEMBL3301607,Q96S44
CHEMBL3301607,Q9H2K8
CHEMBL3301607,P09619
CHEMBL3301607,Q14683
CHEMBL3301607,P25098
CHEMBL3301607,O95819
CHEMBL3301607,P22830
CHEMBL3301607,P24941
CHEMBL3301607,P53779
CHEMBL3301607,P20813
CHEMBL3301607,Q9NU22
CHEMBL3301607,Q9P2R7
CHEMBL3301607,Q9HAZ1
CHEMBL3301607,Q5FVF5
CHEMBL3301607,Q6ZSR9
CHEMBL3301607,Q9P289
CHEMBL3301607,O14757
CHEMBL3301607,Q7RTN6
CHEMBL3301607,Q04912
CHEMBL3301607,P45985
CHEMBL3301607,Q15418
CHEMBL3301607,P52333
CHEMBL3301607,P31689
CHEMBL3301607,O75582
CHEMBL3301607,Q32MK0
CHEMBL3301607,P78368
CHEMBL3301607,Q14164
CHEMBL3301607,Q12851
CHEMBL3301607,Q92499
CHEMBL3301607,P12931
CHEMBL3301607,P48426
CHEMBL3301607,P05141
CHEMBL3301607,Q8TD19
CHEMBL3301607,P37173
CHEMBL3301607,Q3MIX3
CHEMBL3301607,Q9Y4K4
CHEMBL3301607,Q9NQU5
CHEMBL3301607,P36896
CHEMBL3301607,Q9UHD2
CHEMBL3301607,P49674
CHEMBL3301607,P29323
CHEMBL3301607,P06241
CHEMBL3301607,Q9UBE8
CHEMBL3301607,Q13464
CHEMBL3301607,Q86XP3
CHEMBL3301607,P49760
CHEMBL3301607,P49137
CHEMBL3301607,O75643
CHEMBL3301607,P27361
CHEMBL3301607,O75116
CHEMBL3301607,Q14839
CHEMBL3301607,Q9NYV4
CHEMBL3301607,Q14680
CHEMBL3301607,Q13131
CHEMBL3301607,O00444
CHEMBL3301607,P54753
CHEMBL3301607,O00264
CHEMBL3301607,Q709F0
CHEMBL3301607,P30085
CHEMBL3301607,P26196
CHEMBL3301607,Q9Y6R4
CHEMBL3301607,Q9Y6E0
CHEMBL3301607,Q16584
CHEMBL3301607,Q8TDX7
CHEMBL3301607,O14965
CHEMBL3301607,Q7KZI7
CHEMBL3301607,P23458
CHEMBL3301607,O60674
CHEMBL3301607,Q9Y5S2
CHEMBL3301607,P48730
CHEMBL3301607,Q96GD4
CHEMBL3301607,P29597
CHEMBL3301607,P43405
CHEMBL3301607,P22234
CHEMBL3301607,P55263
CHEMBL3301607,P06737
CHEMBL3301607,O95347
CHEMBL3301607,O95835
CHEMBL3301607,O00238
CHEMBL3301607,O75716
CHEMBL3301607,O60674
CHEMBL3301607,Q8NI60
CHEMBL3301607,P54577
CHEMBL3301607,P30519
CHEMBL3301607,P17612
CHEMBL3301607,O95382
CHEMBL3301607,O43683
CHEMBL3301607,P51159
CHEMBL3301607,P10398
CHEMBL3301607,P22612
CHEMBL3301607,P42285
CHEMBL3301607,P35580
CHEMBL3301607,P18074
CHEMBL3301607,P62826
CHEMBL3301607,Q04771
CHEMBL3301607,O15164
CHEMBL3301607,Q6DT37
CHEMBL3301607,P61160
CHEMBL3301607,Q02750
CHEMBL3301607,P11362
CHEMBL3301607,P41743
CHEMBL3301607,O96013
CHEMBL3301607,P36897
CHEMBL3301607,P19784
CHEMBL3301607,P50750
CHEMBL3301607,P51955
CHEMBL3301607,P23458
CHEMBL3301607,P29597
CHEMBL3301607,P28482
CHEMBL3301607,P43686
CHEMBL3301607,P07332
CHEMBL3301607,Q8TD08
CHEMBL3301607,P20340
CHEMBL3301607,P42680
CHEMBL3301607,P11802
CHEMBL3301607,Q9Y616
CHEMBL3301607,P07949
CHEMBL3301607,P51617
CHEMBL3301607,P22694
CHEMBL3301607,Q9UPZ9
CHEMBL3301607,Q13177
CHEMBL3301607,Q02880
CHEMBL3301607,P61158
CHEMBL3301607,Q13882
CHEMBL3301607,Q15831
CHEMBL3301607,Q9Y6M4
CHEMBL3301607,P12268
CHEMBL3301607,Q9UKE5
CHEMBL3301607,P05771
CHEMBL3301607,P41250
CHEMBL3301607,O00764
CHEMBL3301607,Q9H2G2
CHEMBL3301607,O75460
CHEMBL3301607,Q13976
CHEMBL3301607,O94804
CHEMBL3301607,P42685
CHEMBL3301607,Q14289
CHEMBL3301607,Q99640
CHEMBL3301607,Q14004
CHEMBL3301607,P33261
CHEMBL3301607,Q6PHR2
CHEMBL3301607,P41240
CHEMBL3301607,Q13418
CHEMBL3301607,Q00535
CHEMBL3301607,P49748
CHEMBL3301607,Q76MJ5
CHEMBL3301607,Q13188
CHEMBL3301607,Q13627
CHEMBL3301607,Q13233
CHEMBL3301607,P54756
CHEMBL3301607,Q9NWZ3
CHEMBL3301607,Q9P1W9
CHEMBL3301607,Q9BZL6
CHEMBL3301607,Q07912
CHEMBL3301607,P30291
CHEMBL3301607,O60313
CHEMBL3301607,Q15067
CHEMBL3301607,P29317
CHEMBL3301607,P16591
CHEMBL3301607,Q13470
CHEMBL3301607,O60674
CHEMBL3301607,P29597
CHEMBL3301607,Q58FF8
CHEMBL3301607,P33991
CHEMBL3301607,P53350
CHEMBL3301607,P42684
CHEMBL3301607,P63000
CHEMBL3301607,Q15375
CHEMBL3301607,P00519
CHEMBL3301607,P45984
CHEMBL3301607,Q13557
CHEMBL3301607,Q16566
CHEMBL3301607,P07333
CHEMBL3301607,Q15392
CHEMBL3301607,Q13163
CHEMBL3301607,P11216
CHEMBL3301607,P08240
CHEMBL3301607,O00571
CHEMBL3301607,O14578
CHEMBL3301607,P54619
CHEMBL3301607,P31751
CHEMBL3301607,Q16512
CHEMBL3301607,P06239
CHEMBL3301607,Q99759
CHEMBL3301607,Q92918
CHEMBL3301607,Q5VT25
CHEMBL3301607,P61026
CHEMBL3301607,Q00534
CHEMBL3301607,P36888
CHEMBL3301607,P49411
CHEMBL3301607,Q00536
CHEMBL3301607,P53671
CHEMBL3301607,P07741
CHEMBL3301607,Q8N4C8
CHEMBL3301607,P07948
CHEMBL3301607,P05177
CHEMBL3301607,P13861
CHEMBL3301607,P50613
CHEMBL3301607,Q9BQI3
CHEMBL3301607,Q6JQN1
CHEMBL3301607,P00533
CHEMBL3301607,Q7Z406
CHEMBL3301607,P11309
CHEMBL3301607,P10632
CHEMBL3301607,Q15759
CHEMBL3301607,P0DTD1
CHEMBL3301607,P08684
CHEMBL3301607,Q13555
CHEMBL3301607,P46734
CHEMBL3301607,Q06187
CHEMBL3301607,O60841
CHEMBL3301607,Q05655
CHEMBL3301607,Q9UK32
CHEMBL3301607,Q13873
CHEMBL3301607,Q16513
CHEMBL3301607,Q8IW41
CHEMBL3301607,Q9Y243
CHEMBL3301607,P08069
CHEMBL3301607,Q9H773
CHEMBL3301607,Q7L7X3
CHEMBL3301607,Q5HYI8
CHEMBL3301607,Q96RR4
CHEMBL3301607,Q12809
CHEMBL3301607,O60885
CHEMBL3301607,O94806
CHEMBL3301607,Q00526
CHEMBL3301607,P51956
CHEMBL3301607,P45983
CHEMBL3301607,Q05397
CHEMBL3301607,Q15569
CHEMBL3301607,Q9H0K1
CHEMBL3301607,P10635
CHEMBL3301607,Q16539
CHEMBL3301607,P04629
CHEMBL3301607,P54760
CHEMBL3301607,Q8IVH8
CHEMBL3301607,P23443
CHEMBL3301607,P35916
CHEMBL3301607,P22607
CHEMBL3301607,P52564
CHEMBL3301607,Q9UHD8
CHEMBL3301607,P07947
CHEMBL3301607,P38117
CHEMBL3301607,P16083
CHEMBL3301607,P30086
CHEMBL3301607,O14976
CHEMBL3301607,Q13164
CHEMBL3301607,Q86TW2
CHEMBL3301607,P27707
CHEMBL3301607,Q13705
CHEMBL3301607,Q9Y2K2
CHEMBL3301607,Q01813
CHEMBL3301607,Q9NSY1
CHEMBL3301607,P49841
CHEMBL3301607,P48729
CHEMBL3301607,Q9NTK5
CHEMBL3301607,O75676
CHEMBL3301607,Q15746
CHEMBL3301607,P36507
CHEMBL3301607,Q9Y572
CHEMBL3301607,O15197
CHEMBL3301607,Q2M2I8
CHEMBL3301607,Q99683
CHEMBL3301607,Q9H093
CHEMBL3301607,P54819
CHEMBL3301607,P54764
CHEMBL3301607,Q00537
CHEMBL3301607,Q13043
CHEMBL3301607,Q08345
CHEMBL3301607,P15735
CHEMBL3301607,Q9UM73
CHEMBL3301607,Q9P0J0
CHEMBL3301607,P53667
CHEMBL3301607,Q9UBN7
CHEMBL3301607,P49585
CHEMBL3301607,Q9BZE4
CHEMBL3301607,P49840
CHEMBL3301607,P51812
CHEMBL3301607,Q04759
CHEMBL3301607,O43353
CHEMBL3301607,P31749
CHEMBL3301607,Q13535
CHEMBL3301607,P52333
CHEMBL3301607,P23458
CHEMBL3301607,Q16832
CHEMBL3301607,P08581
CHEMBL3301607,P08574
CHEMBL3301607,Q9H0A0
CHEMBL3301607,Q9NYL2
CHEMBL3301607,P11274
CHEMBL3301607,O15254
CHEMBL3301607,O75385
CHEMBL3301607,Q9Y2U5
CHEMBL3301607,Q9Y2H1
CHEMBL3301607,Q9NSD9
CHEMBL3301607,P27448
CHEMBL3301607,P31153
CHEMBL3301607,P55201
CHEMBL3301607,Q96PY6
CHEMBL3301607,Q8TBX8
CHEMBL3301607,Q96L34
CHEMBL3301607,Q9UL54
CHEMBL1627367,P02773
CHEMBL1627367,P03372
CHEMBL1627367,P04278
CHEMBL1627367,Q92731
CHEMBL1627367,O08537
CHEMBL1627367,P19785
CHEMBL1627367,P06211
CHEMBL1627367,Q62986
CHEMBL1627367,P15207
CHEMBL1627367,Q92731
CHEMBL1627367,P03372
CHEMBL3301598,P05187
CHEMBL1661,O95342
CHEMBL1661,P25929
CHEMBL1661,Q08499
CHEMBL1661,P25021
CHEMBL1661,P08588
CHEMBL1661,P30542
CHEMBL1661,P35354
CHEMBL1661,P32239
CHEMBL1661,P28223
CHEMBL1661,P04150
CHEMBL1661,P14416
CHEMBL1661,P07550
CHEMBL1661,P15207
CHEMBL1661,P21731
CHEMBL1661,Q01959
CHEMBL1661,P03372
CHEMBL1661,P06401
CHEMBL1661,P35348
CHEMBL1661,P18089
CHEMBL1661,P62813
CHEMBL1661,P41595
CHEMBL1661,P35367
CHEMBL1661,Q63921
CHEMBL1661,P41968
CHEMBL1661,P21554
CHEMBL1661,P30556
CHEMBL1661,P46098
CHEMBL1661,P23975
CHEMBL1661,P28335
CHEMBL1661,O75469
CHEMBL1661,Q9UBN7
CHEMBL1661,P35439
CHEMBL1661,P35462
CHEMBL1661,Q9Y5N1
CHEMBL1661,P08908
CHEMBL1661,P08913
CHEMBL1661,P41145
CHEMBL1661,Q92847
CHEMBL1661,P43681
CHEMBL1661,P21728
CHEMBL1661,Q99808
CHEMBL1661,P37288
CHEMBL1661,O43193
CHEMBL1661,P25101
CHEMBL1661,Q26964
CHEMBL1661,P22002
CHEMBL1661,Q14432
CHEMBL1661,P08172
CHEMBL1661,P0DTD1
CHEMBL1661,P30518
CHEMBL1661,P0DMS8
CHEMBL1661,P20309
CHEMBL1661,P18825
CHEMBL1661,P21397
CHEMBL1661,Q12809
CHEMBL1661,P30411
CHEMBL1661,P32238
CHEMBL1661,P35372
CHEMBL1661,P31645
CHEMBL1661,P41143
CHEMBL1661,P29274
CHEMBL1661,P11229
CHEMBL3039520,Q9H3N8
CHEMBL3039520,P34969
CHEMBL3039520,P35414
CHEMBL3039520,P08588
CHEMBL3039520,P25090
CHEMBL3039520,P28223
CHEMBL3039520,P14416
CHEMBL3039520,P07550
CHEMBL3039520,P30536
CHEMBL3039520,P49238
CHEMBL3039520,Q01959
CHEMBL3039520,P50406
CHEMBL3039520,P49841
CHEMBL3039520,P35348
CHEMBL3039520,P35368
CHEMBL3039520,P18089
CHEMBL3039520,P41595
CHEMBL3039520,P47898
CHEMBL3039520,P35367
CHEMBL3039520,P00519
CHEMBL3039520,Q5NUL3
CHEMBL3039520,P21453
CHEMBL3039520,Q5T601
CHEMBL3039520,P28221
CHEMBL3039520,P30556
CHEMBL3039520,P28222
CHEMBL3039520,P21730
CHEMBL3039520,P28335
CHEMBL3039520,P08908
CHEMBL3039520,P35462
CHEMBL3039520,P21917
CHEMBL3039520,O14965
CHEMBL3039520,Q9Y5N1
CHEMBL3039520,P46098
CHEMBL3039520,P23975
CHEMBL3039520,P08913
CHEMBL3039520,P41145
CHEMBL3039520,P22607
CHEMBL3039520,P43220
CHEMBL3039520,P21728
CHEMBL3039520,Q9HC97
CHEMBL3039520,P30939
CHEMBL3039520,Q8TDV5
CHEMBL3039520,Q5BJF2
CHEMBL3039520,P28482
CHEMBL3039520,P08172
CHEMBL3039520,P55201
CHEMBL3039520,P0DTD1
CHEMBL3039520,P21918
CHEMBL3039520,P25100
CHEMBL3039520,P20309
CHEMBL3039520,P18825
CHEMBL3039520,O60885
CHEMBL3039520,P48730
CHEMBL3039520,P28566
CHEMBL3039520,P41143
CHEMBL3039520,P24941
CHEMBL3039520,O15164
CHEMBL3039520,P35372
CHEMBL3039520,P31645
CHEMBL3039520,P08912
CHEMBL3039520,P08173
CHEMBL3039520,Q99720
CHEMBL3039520,P11229
CHEMBL3545367,O43613
CHEMBL3545367,P33261
CHEMBL3545367,P0DTD1
CHEMBL3545367,Q9UBN7
CHEMBL3545367,Q12809
CHEMBL3545367,P05177
CHEMBL3545367,P11712
CHEMBL3545367,P10635
CHEMBL3545367,P10632
CHEMBL3545367,O43614
CHEMBL3545367,P08684
CHEMBL3545367,P20815
CHEMBL3545367,Q9HB55
CHEMBL3545367,P24462
CHEMBL298734,Q61239
CHEMBL298734,Q8K2I1
CHEMBL298734,P49354
CHEMBL298734,P53609
CHEMBL298734,P49354
CHEMBL298734,P49356
CHEMBL298734,P01112
CHEMBL298734,P29702
CHEMBL298734,Q5EAD5
CHEMBL298734,P08183
CHEMBL298734,Q9UBN7
CHEMBL298734,Q5EI73
CHEMBL298734,Q5EI74
CHEMBL298734,P29702
CHEMBL298734,P49355
CHEMBL298734,P01116
CHEMBL298734,P0DTD1
CHEMBL298734,P08684
CHEMBL298734,Q04631
CHEMBL298734,Q02293
CHEMBL298734,P53610
CHEMBL298734,Q04631
CHEMBL589586,Q9Y2D0
CHEMBL589586,Q16236
CHEMBL589586,Q8TDS4
CHEMBL589586,P00918
CHEMBL589586,P00915
CHEMBL589586,P35218
CHEMBL290960,P10275
CHEMBL290960,P27815
CHEMBL290960,P14867
CHEMBL290960,P47870
CHEMBL290960,P18507
CHEMBL290960,P47869
CHEMBL290960,Q9Y5N1
CHEMBL290960,P35462
CHEMBL290960,P08913
CHEMBL290960,P21397
CHEMBL290960,P22830
CHEMBL290960,P11229
CHEMBL290960,P07858
CHEMBL290960,O42275
CHEMBL290960,P21731
CHEMBL290960,P06401
CHEMBL290960,P08908
CHEMBL290960,P0DMS8
CHEMBL290960,Q14432
CHEMBL290960,Q9U763
CHEMBL290960,Q548M1
CHEMBL290960,Q7BGE6
CHEMBL290960,Q9UBN7
CHEMBL290960,Q95PM0
CHEMBL290960,P23219
CHEMBL290960,P08172
CHEMBL290960,Q9Y3Z3
CHEMBL290960,P31645
CHEMBL290960,P35372
CHEMBL290960,P00734
CHEMBL290960,P08397
CHEMBL290960,P28593
CHEMBL290960,P22303
CHEMBL290960,P03372
CHEMBL290960,Q01959
CHEMBL290960,P35348
CHEMBL290960,P41595
CHEMBL290960,P35968
CHEMBL290960,P23975
CHEMBL290960,P21728
CHEMBL290960,P10809
CHEMBL290960,P61604
CHEMBL290960,Q12809
CHEMBL2443262,P05177
CHEMBL2443262,P14416
CHEMBL2443262,P11712
CHEMBL2443262,Q9UBN7
CHEMBL2443262,P35462
CHEMBL2443262,P41145
CHEMBL2443262,P42866
CHEMBL2443262,Q13936
CHEMBL2443262,P0DTD1
CHEMBL2443262,Q12809
CHEMBL2443262,Q14524
CHEMBL2443262,P35372
CHEMBL2443262,P41143
CHEMBL2443262,P33261
CHEMBL1089318,P0DTD1
CHEMBL1089318,Q9UBN7
CHEMBL1089318,P21964
CHEMBL1089318,P22734
CHEMBL1089318,O88587
CHEMBL3099695,P34969
CHEMBL3099695,P11712
CHEMBL3099695,P10635
CHEMBL3099695,P21554
CHEMBL3099695,P21917
CHEMBL3099695,Q9Y5N1
CHEMBL3099695,P35462
CHEMBL3099695,P15393
CHEMBL3099695,P08913
CHEMBL3099695,Q92847
CHEMBL3099695,Q99808
CHEMBL3099695,P37288
CHEMBL3099695,O43193
CHEMBL3099695,P05093
CHEMBL3099695,P32245
CHEMBL3099695,P29274
CHEMBL3099695,P11229
CHEMBL3099695,Q9UBS5
CHEMBL3099695,P21731
CHEMBL3099695,P30989
CHEMBL3099695,P46098
CHEMBL3099695,P08908
CHEMBL3099695,P49146
CHEMBL3099695,P25101
CHEMBL3099695,P15539
CHEMBL3099695,P21918
CHEMBL3099695,P24530
CHEMBL3099695,P0DMS8
CHEMBL3099695,P18825
CHEMBL3099695,P30099
CHEMBL3099695,Q14432
CHEMBL3099695,P41143
CHEMBL3099695,P08173
CHEMBL3099695,P11511
CHEMBL3099695,P25929
CHEMBL3099695,P25021
CHEMBL3099695,P08588
CHEMBL3099695,P18089
CHEMBL3099695,P62813
CHEMBL3099695,P47898
CHEMBL3099695,P41968
CHEMBL3099695,P30556
CHEMBL3099695,P46663
CHEMBL3099695,P08172
CHEMBL3099695,P0DTD1
CHEMBL3099695,P25103
CHEMBL3099695,P20309
CHEMBL3099695,P31645
CHEMBL3099695,P35372
CHEMBL3099695,P08912
CHEMBL3099695,Q08499
CHEMBL3099695,P30542
CHEMBL3099695,P32239
CHEMBL3099695,P28223
CHEMBL3099695,P14416
CHEMBL3099695,P07550
CHEMBL3099695,P16499
CHEMBL3099695,Q01959
CHEMBL3099695,P50406
CHEMBL3099695,P35348
CHEMBL3099695,P41595
CHEMBL3099695,P35367
CHEMBL3099695,P23975
CHEMBL3099695,P28335
CHEMBL3099695,P35439
CHEMBL3099695,P21452
CHEMBL3099695,P41145
CHEMBL3099695,P43681
CHEMBL3099695,P21728
CHEMBL3099695,P22002
CHEMBL3099695,Q02294
CHEMBL3099695,P32238
CHEMBL3099695,P15538
CHEMBL3099695,Q12809
CHEMBL3099695,P19099
CHEMBL3707247,P35414
CHEMBL3707247,O95977
CHEMBL3707247,P25090
CHEMBL3707247,P07550
CHEMBL3707247,P49238
CHEMBL3707247,Q9H228
CHEMBL3707247,P49841
CHEMBL3707247,P00519
CHEMBL3707247,Q5NUL3
CHEMBL3707247,P21453
CHEMBL3707247,Q5T601
CHEMBL3707247,P30556
CHEMBL3707247,P21730
CHEMBL3707247,Q9UBN7
CHEMBL3707247,O14965
CHEMBL3707247,Q99500
CHEMBL3707247,P08913
CHEMBL3707247,P22607
CHEMBL3707247,P43220
CHEMBL3707247,Q9HC97
CHEMBL3707247,Q8TDV5
CHEMBL3707247,P28482
CHEMBL3707247,P55201
CHEMBL3707247,P0DTD1
CHEMBL3707247,P32249
CHEMBL3707247,O60885
CHEMBL3707247,P48730
CHEMBL3707247,P24941
CHEMBL3707247,O15164
CHEMBL3707247,O95136
CHEMBL4297522,P34969
CHEMBL4297522,P17252
CHEMBL4297522,P29475
CHEMBL4297522,P11712
CHEMBL4297522,P10635
CHEMBL4297522,P00519
CHEMBL4297522,P21917
CHEMBL4297522,P28221
CHEMBL4297522,Q9Y5N1
CHEMBL4297522,P35462
CHEMBL4297522,P08913
CHEMBL4297522,P22607
CHEMBL4297522,O76074
CHEMBL4297522,P24941
CHEMBL4297522,O15164
CHEMBL4297522,Q99720
CHEMBL4297522,P29274
CHEMBL4297522,P11362
CHEMBL4297522,P11229
CHEMBL4297522,P20813
CHEMBL4297522,P21731
CHEMBL4297522,P49841
CHEMBL4297522,P22455
CHEMBL4297522,P14867
CHEMBL4297522,P46098
CHEMBL4297522,P08908
CHEMBL4297522,P49146
CHEMBL4297522,Q9UBS5
CHEMBL4297522,O75899
CHEMBL4297522,P25101
CHEMBL4297522,P28482
CHEMBL4297522,P18825
CHEMBL4297522,P41143
CHEMBL4297522,P08173
CHEMBL4297522,P25021
CHEMBL4297522,P05177
CHEMBL4297522,P08588
CHEMBL4297522,P14867
CHEMBL4297522,P47870
CHEMBL4297522,P18507
CHEMBL4297522,P28472
CHEMBL4297522,P48169
CHEMBL4297522,Q99928
CHEMBL4297522,Q9UN88
CHEMBL4297522,P34903
CHEMBL4297522,O00591
CHEMBL4297522,O14764
CHEMBL4297522,Q8N1C3
CHEMBL4297522,P18505
CHEMBL4297522,P78334
CHEMBL4297522,P47869
CHEMBL4297522,P31644
CHEMBL4297522,Q16445
CHEMBL4297522,P47898
CHEMBL4297522,P30556
CHEMBL4297522,P10632
CHEMBL4297522,Q5BJF2
CHEMBL4297522,P08172
CHEMBL4297522,P25103
CHEMBL4297522,P08684
CHEMBL4297522,P30411
CHEMBL4297522,P20309
CHEMBL4297522,P17787
CHEMBL4297522,P30926
CHEMBL4297522,P32297
CHEMBL4297522,P43681
CHEMBL4297522,Q15822
CHEMBL4297522,Q9UGM1
CHEMBL4297522,Q15825
CHEMBL4297522,P30532
CHEMBL4297522,P36544
CHEMBL4297522,Q9GZZ6
CHEMBL4297522,Q05901
CHEMBL4297522,P35372
CHEMBL4297522,P31645
CHEMBL4297522,P08912
CHEMBL4297522,P33261
CHEMBL4297522,Q13936
CHEMBL4297522,Q13698
CHEMBL4297522,Q01668
CHEMBL4297522,O60840
CHEMBL4297522,P30542
CHEMBL4297522,P28223
CHEMBL4297522,P14416
CHEMBL4297522,P07550
CHEMBL4297522,Q05586
CHEMBL4297522,Q12879
CHEMBL4297522,Q13224
CHEMBL4297522,O15399
CHEMBL4297522,O60391
CHEMBL4297522,Q14957
CHEMBL4297522,Q8TCU5
CHEMBL4297522,P22303
CHEMBL4297522,Q13639
CHEMBL4297522,Q01959
CHEMBL4297522,P50406
CHEMBL4297522,P35348
CHEMBL4297522,P35367
CHEMBL4297522,P23975
CHEMBL4297522,P28335
CHEMBL4297522,O14965
CHEMBL4297522,P21728
CHEMBL4297522,P21803
CHEMBL4297522,Q15722
CHEMBL4297522,P55201
CHEMBL4297522,Q12809
CHEMBL4297522,Q9Y271
CHEMBL4297522,P48730
CHEMBL4297522,O60885
CHEMBL4297522,P21802
CHEMBL4582651,P36888
CHEMBL4582651,P0DTD1
CHEMBL4582651,P07949
CHEMBL4582651,P33176
CHEMBL4582651,P07949
CHEMBL4582651,Q16204
CHEMBL4582651,O60674
CHEMBL4582651,P07949
CHEMBL4065616,A0A143MHK7
CHEMBL4065616,P0DTD1
CHEMBL4297526,Q9UBN7
CHEMBL4297526,P0DTD1
CHEMBL2178422,P20813
CHEMBL2178422,Q13936
CHEMBL2178422,Q13698
CHEMBL2178422,Q01668
CHEMBL2178422,O60840
CHEMBL2178422,P05177
CHEMBL2178422,P35414
CHEMBL2178422,P25090
CHEMBL2178422,P07550
CHEMBL2178422,P49238
CHEMBL2178422,P11712
CHEMBL2178422,P49841
CHEMBL2178422,P10635
CHEMBL2178422,Q16602
CHEMBL2178422,P00519
CHEMBL2178422,Q5NUL3
CHEMBL2178422,P21453
CHEMBL2178422,Q5T601
CHEMBL2178422,P30556
CHEMBL2178422,P21730
CHEMBL2178422,Q9UBN7
CHEMBL2178422,O14965
CHEMBL2178422,P08913
CHEMBL2178422,P22607
CHEMBL2178422,P43220
CHEMBL2178422,Q9HC97
CHEMBL2178422,Q8TDV5
CHEMBL2178422,P28482
CHEMBL2178422,P55201
CHEMBL2178422,P05181
CHEMBL2178422,P0DTD1
CHEMBL2178422,P08684
CHEMBL2178422,Q12809
CHEMBL2178422,O60885
CHEMBL2178422,P48730
CHEMBL2178422,P11509
CHEMBL2178422,P24941
CHEMBL2178422,O15164
CHEMBL2178422,P33261
CHEMBL4216467,P09619
CHEMBL4216467,P10721
CHEMBL4216467,P16234
CHEMBL4216467,P35968
CHEMBL4297528,Q12809
CHEMBL4297528,Q16637
CHEMBL4559134,P0DTD1
CHEMBL4559134,P35968
CHEMBL4559134,P07949
CHEMBL1614701,Q99755
CHEMBL1614701,Q9HCP0
CHEMBL1614701,P23458
CHEMBL1614701,P06493
CHEMBL1614701,P42338
CHEMBL1614701,Q8IY84
CHEMBL1614701,O96017
CHEMBL1614701,P36894
CHEMBL1614701,P17252
CHEMBL1614701,P06213
CHEMBL1614701,Q96Q40
CHEMBL1614701,P21709
CHEMBL1614701,P08631
CHEMBL1614701,P15056
CHEMBL1614701,Q9UGJ0
CHEMBL1614701,O15264
CHEMBL1614701,P12236
CHEMBL1614701,Q99808
CHEMBL1614701,Q9NSE4
CHEMBL1614701,Q96S44
CHEMBL1614701,Q9H2K8
CHEMBL1614701,P09619
CHEMBL1614701,Q14683
CHEMBL1614701,O15111
CHEMBL1614701,Q8N752
CHEMBL1614701,Q6P3R8
CHEMBL1614701,P25098
CHEMBL1614701,O95819
CHEMBL1614701,P22830
CHEMBL1614701,P24941
CHEMBL1614701,P53779
CHEMBL1614701,O75747
CHEMBL1614701,P51817
CHEMBL1614701,Q9NU22
CHEMBL1614701,Q9P2R7
CHEMBL1614701,P20794
CHEMBL1614701,Q9P2K8
CHEMBL1614701,Q9UPE1
CHEMBL1614701,P42336
CHEMBL1614701,Q06418
CHEMBL1614701,P21731
CHEMBL1614701,Q9HAZ1
CHEMBL1614701,O94768
CHEMBL1614701,Q6ZSR9
CHEMBL1614701,P33981
CHEMBL1614701,Q9P289
CHEMBL1614701,Q9BYT3
CHEMBL1614701,O14757
CHEMBL1614701,Q92772
CHEMBL1614701,Q6P5Z2
CHEMBL1614701,Q7RTN6
CHEMBL1614701,Q9NY57
CHEMBL1614701,Q04912
CHEMBL1614701,P45985
CHEMBL1614701,Q15418
CHEMBL1614701,P52333
CHEMBL1614701,O75582
CHEMBL1614701,P31689
CHEMBL1614701,P49761
CHEMBL1614701,Q32MK0
CHEMBL1614701,P78368
CHEMBL1614701,P49759
CHEMBL1614701,Q14432
CHEMBL1614701,P61075
CHEMBL1614701,Q14012
CHEMBL1614701,Q14164
CHEMBL1614701,Q12851
CHEMBL1614701,Q92499
CHEMBL1614701,P09769
CHEMBL1614701,Q07002
CHEMBL1614701,Q9BWU1
CHEMBL1614701,P0C1S8
CHEMBL1614701,P12931
CHEMBL1614701,P53778
CHEMBL1614701,P48426
CHEMBL1614701,P05141
CHEMBL1614701,Q8TD19
CHEMBL1614701,Q9Y2H9
CHEMBL1614701,P37173
CHEMBL1614701,P78356
CHEMBL1614701,Q9Y4K4
CHEMBL1614701,P16234
CHEMBL1614701,Q13554
CHEMBL1614701,O14920
CHEMBL1614701,Q9NQU5
CHEMBL1614701,P36896
CHEMBL1614701,Q8NE63
CHEMBL1614701,P42345
CHEMBL1614701,Q9UHD2
CHEMBL1614701,Q86YV6
CHEMBL1614701,P49674
CHEMBL1614701,P29323
CHEMBL1614701,Q9UBE8
CHEMBL1614701,P06241
CHEMBL1614701,P29376
CHEMBL1614701,Q13464
CHEMBL1614701,Q86XP3
CHEMBL1614701,P49760
CHEMBL1614701,P49137
CHEMBL1614701,O75643
CHEMBL1614701,P27361
CHEMBL1614701,Q8WU08
CHEMBL1614701,O75116
CHEMBL1614701,Q14839
CHEMBL1614701,P17948
CHEMBL1614701,Q9NYV4
CHEMBL1614701,Q96S53
CHEMBL1614701,P14416
CHEMBL1614701,O15164
